PC1,PC2,TSNE1,TSNE2,image
40.16016,10.196377,17.918703,-5.3179803,LIDC-IDRI-0046_R_3.png
10.754098,-12.393906,6.7403407,-2.4400563,LIDC-IDRI-0046_R_4.png
21.443052,-9.777998,10.592014,-0.62004983,LIDC-IDRI-0046_R_5.png
14.828718,-17.187649,8.895506,3.7467923,LIDC-IDRI-0046_R_6.png
-1.1319505,-18.814404,-7.713583,6.674065,LIDC-IDRI-0046_R_7.png
-36.720943,-1.1182204,-23.543749,0.38816005,LIDC-IDRI-0047_R_1.png
-44.381527,12.76267,-19.482609,2.2069745,LIDC-IDRI-0048_R_3.png
23.361788,-5.87657,12.313843,0.2258114,LIDC-IDRI-0049_R_10.png
22.372257,-6.089874,12.179037,-0.7949626,LIDC-IDRI-0049_R_11.png
-13.390639,-18.807247,-11.643078,4.2626977,LIDC-IDRI-0049_R_6.png
-34.692226,19.234936,-25.9661,-2.3826842,LIDC-IDRI-0050_R_1.png
-8.601233,-8.614464,-13.7436,-16.780128,LIDC-IDRI-0051_R_2.png
7.4794655,-7.5693827,0.83802336,9.801779,LIDC-IDRI-0051_R_3.png
-30.740677,10.773765,-22.167643,-11.350439,LIDC-IDRI-0053_R_1.png
-4.158128,-12.809847,-11.818342,-3.206052,LIDC-IDRI-0053_R_2.png
-23.713312,12.610658,-19.959581,-11.441043,LIDC-IDRI-0054_R_1.png
-11.100109,-8.43718,-10.483109,13.597906,LIDC-IDRI-0055_R_2.png
11.214764,-13.2909775,6.2937503,15.029048,LIDC-IDRI-0056_R_1.png
37.461563,3.9557304,19.121643,-1.1674429,LIDC-IDRI-0056_R_2.png
-23.099962,-4.8331285,-15.16324,-4.810855,LIDC-IDRI-0057_R_1.png
-22.191927,18.131516,-8.563811,-13.1608095,LIDC-IDRI-0058_R_1.png
-24.058092,15.071573,-11.10852,-13.876991,LIDC-IDRI-0058_R_3.png
-18.32149,-5.4968534,-18.839897,-2.0427146,LIDC-IDRI-0059_R_1.png
-28.64238,-5.26344,-16.854176,-4.6602883,LIDC-IDRI-0060_R_1.png
-22.126959,15.545777,-19.764074,-16.998127,LIDC-IDRI-0061_R_1.png
13.124081,-12.052781,4.0712233,-0.46025854,LIDC-IDRI-0061_R_3.png
2.63907,-4.4091926,-6.2946134,-16.473677,LIDC-IDRI-0061_R_4.png
9.35041,-18.047806,0.13119884,13.095948,LIDC-IDRI-0061_R_5.png
-34.59339,32.179546,-24.214258,-15.551367,LIDC-IDRI-0061_R_6.png
-13.241706,-11.715056,-10.980995,5.5290914,LIDC-IDRI-0063_R_4.png
-38.42471,31.471392,-24.13384,-17.232264,LIDC-IDRI-0064_R_1.png
-44.133915,14.888905,-23.167757,-8.630746,LIDC-IDRI-0064_R_2.png
-26.270607,0.18726024,-13.500446,-6.497634,LIDC-IDRI-0066_R_1.png
-26.120344,9.204786,-9.587037,-12.270693,LIDC-IDRI-0066_R_2.png
18.615665,-7.9301686,12.758343,14.165222,LIDC-IDRI-0067_R_2.png
22.60131,0.03543348,13.146006,14.549211,LIDC-IDRI-0067_R_3.png
26.447615,-7.9647417,14.986662,10.711257,LIDC-IDRI-0068_R_1.png
-6.163594,-12.61474,-9.569369,0.4824309,LIDC-IDRI-0068_R_2.png
4.712926,-11.034033,1.3312138,10.993801,LIDC-IDRI-0068_R_3.png
-9.515092,-8.918925,-16.063337,-8.718049,LIDC-IDRI-0068_R_5.png
-11.531638,-1.3806016,-18.160744,-16.914534,LIDC-IDRI-0068_R_6.png
-7.189406,1.227232,-8.601599,-15.787434,LIDC-IDRI-0069_R_1.png
-25.957294,3.997709,-18.74913,-5.337632,LIDC-IDRI-0069_R_3.png
-36.328484,18.00324,-27.825436,0.99080396,LIDC-IDRI-0072_R_1.png
-30.173399,8.764987,-15.392028,-12.973103,LIDC-IDRI-0073_R_3.png
-12.759029,13.15154,-4.1227946,-20.169353,LIDC-IDRI-0074_R_1.png
-43.976524,28.215788,-24.570475,-7.50799,LIDC-IDRI-0075_R_2.png
-20.01514,-13.33864,-2.6482337,-1.045013,LIDC-IDRI-0075_R_4.png
-5.63515,-15.702782,-7.305085,4.8529644,LIDC-IDRI-0076_R_1.png
17.243977,-15.929145,7.9480042,-4.1389575,LIDC-IDRI-0076_R_2.png
-22.1174,24.441824,-23.950026,-12.34769,LIDC-IDRI-0080_R_1.png
-34.684593,16.847042,-15.933419,-11.362897,LIDC-IDRI-0080_R_2.png
-15.577671,-10.52087,-12.772498,-5.60202,LIDC-IDRI-0081_R_1.png
-14.44494,13.062868,-6.3601236,-19.2166,LIDC-IDRI-0081_R_2.png
-12.614097,17.50534,-3.755052,-20.860006,LIDC-IDRI-0082_R_1.png
29.166504,-4.0848794,19.1064,8.029543,LIDC-IDRI-0083_R_1.png
29.058939,-2.8481224,11.39407,-2.2370381,LIDC-IDRI-0084_R_2.png
26.721924,-1.0056971,17.602076,-5.2855988,LIDC-IDRI-0084_R_3.png
-18.071207,20.387732,-7.4290843,-23.087004,LIDC-IDRI-0087_R_1.png
-23.67711,-13.137985,-16.14699,4.731286,LIDC-IDRI-0088_R_1.png
12.625374,0.8163142,27.683954,-7.2382975,LIDC-IDRI-0088_R_2.png
9.397773,-15.830479,4.065262,2.5103662,LIDC-IDRI-0088_R_3.png
-32.230553,21.245363,-22.787966,-14.532223,LIDC-IDRI-0089_R_1.png
1.1864398,-15.286156,0.24110547,7.5527287,LIDC-IDRI-0090_R_1.png
27.929234,-1.3880937,14.544394,9.203091,LIDC-IDRI-0091_R_2.png
-7.3465214,-13.25863,-7.6912107,-5.6840887,LIDC-IDRI-0091_R_3.png
2.7405963,-12.931313,2.693488,7.2278132,LIDC-IDRI-0091_R_4.png
6.3409686,-3.8979728,10.29886,12.862018,LIDC-IDRI-0091_R_5.png
33.680237,22.918818,31.475233,-0.4303708,LIDC-IDRI-0092_R_1.png
53.505943,72.165276,34.15343,4.7719436,LIDC-IDRI-0092_R_4.png
-8.827582,-14.063548,-10.99297,-0.85533184,LIDC-IDRI-0093_R_2.png
-20.42733,13.510886,-14.565549,-11.762226,LIDC-IDRI-0094_R_1.png
-22.124908,24.600855,-26.528975,-15.936045,LIDC-IDRI-0095_R_1.png
-15.606582,10.646479,-6.9539294,-16.61311,LIDC-IDRI-0095_R_3.png
-39.777702,-2.7252965,-16.142153,-1.9995879,LIDC-IDRI-0096_R_1.png
0.7555814,-12.956702,6.1060433,19.271713,LIDC-IDRI-0097_R_1.png
-5.2269025,-12.397067,-4.919546,-6.3076496,LIDC-IDRI-0099_R_1.png
5.3955455,-18.805109,-1.0058364,11.904056,LIDC-IDRI-0099_R_3.png
-34.55084,5.2633085,-20.201733,-0.9649796,LIDC-IDRI-0108_R_1.png
-11.83528,0.77225745,-4.0939884,-18.174532,LIDC-IDRI-0109_R_1.png
0.11220819,-19.865152,-3.7631955,6.484569,LIDC-IDRI-0111_R_1.png
-23.358877,11.554659,-19.45261,-4.4171534,LIDC-IDRI-0111_R_2.png
-34.674458,4.76865,-23.142927,-2.3860712,LIDC-IDRI-0111_R_3.png
1.6904913,-11.0038805,-12.212901,11.362523,LIDC-IDRI-0111_R_4.png
-33.646675,9.958819,-29.418625,-8.210701,LIDC-IDRI-0112_R_1.png
0.83285445,-9.09883,-4.1499796,10.2192,LIDC-IDRI-0113_R_1.png
-7.4663687,-7.0581584,1.2883202,-8.814508,LIDC-IDRI-0114_R_1.png
-26.406416,16.113483,-9.208707,-19.775494,LIDC-IDRI-0116_R_2.png
28.414783,13.985564,28.883638,-0.28778663,LIDC-IDRI-0118_R_3.png
34.22911,18.748104,30.942057,-0.020697815,LIDC-IDRI-0118_R_4.png
23.308098,13.250962,28.623373,-1.7527057,LIDC-IDRI-0118_R_6.png
-2.3656428,16.931784,31.027433,-10.856512,LIDC-IDRI-0119_R_1.png
25.89765,2.1620448,26.915388,4.226749,LIDC-IDRI-0119_R_2.png
-47.42713,16.571413,-20.716415,6.3049736,LIDC-IDRI-0120_R_3.png
-22.293499,-8.757733,-16.647825,-7.1925616,LIDC-IDRI-0120_R_4.png
-16.979126,-1.6377989,-12.737664,-7.1632824,LIDC-IDRI-0121_R_1.png
22.499567,-6.4400187,12.842642,-1.5821382,LIDC-IDRI-0122_R_1.png
5.2788043,-14.990395,1.1451935,-2.2446196,LIDC-IDRI-0124_R_13.png
14.206309,-12.738172,5.0505314,4.78034,LIDC-IDRI-0124_R_14.png
27.750156,-11.714119,18.11717,9.028326,LIDC-IDRI-0124_R_15.png
34.587704,17.42987,20.69213,0.46795353,LIDC-IDRI-0124_R_2.png
1.0042267,-14.303999,-5.470807,5.034486,LIDC-IDRI-0124_R_6.png
12.214601,-12.590618,6.8076954,2.5065053,LIDC-IDRI-0124_R_9.png
6.700007,-11.0016575,2.1556323,2.1311388,LIDC-IDRI-0126_R_1.png
49.285122,15.648977,19.74733,-3.359008,LIDC-IDRI-0128_R_1.png
-30.173985,-3.4384916,-13.433623,-3.0133934,LIDC-IDRI-0128_R_3.png
-5.215309,-15.576468,-10.1157255,0.599591,LIDC-IDRI-0129_R_1.png
28.734373,-0.21273215,19.743462,5.962203,LIDC-IDRI-0129_R_11.png
-0.5505597,-6.6767673,-5.1672196,2.322363,LIDC-IDRI-0129_R_14.png
36.03864,-0.8430436,22.23334,4.8235874,LIDC-IDRI-0129_R_15.png
-29.553751,5.5804343,-20.553226,-18.400497,LIDC-IDRI-0129_R_2.png
-16.712788,-4.6283255,-19.759563,-18.588678,LIDC-IDRI-0129_R_4.png
22.50592,-9.303037,16.278131,10.796545,LIDC-IDRI-0129_R_7.png
19.641277,-7.386104,10.013097,-2.0526567,LIDC-IDRI-0129_R_9.png
-19.641256,8.214175,-13.334063,-20.087637,LIDC-IDRI-0130_R_1.png
23.99916,11.989085,30.70409,-3.7513046,LIDC-IDRI-0130_R_2.png
-27.31,-3.4895265,-22.103312,5.4181542,LIDC-IDRI-0131_R_2.png
-11.3262,13.495595,-3.9614806,-16.796219,LIDC-IDRI-0133_R_2.png
-4.5855455,-9.454608,-12.160696,-6.274706,LIDC-IDRI-0135_R_1.png
-6.7971773,-13.111553,-6.424391,3.0491734,LIDC-IDRI-0135_R_4.png
-27.003,15.192286,-26.37041,-6.165626,LIDC-IDRI-0137_R_2.png
-20.184145,26.993874,-25.15759,-14.471965,LIDC-IDRI-0139_R_2.png
-19.214853,-0.6865954,-15.102802,-10.957882,LIDC-IDRI-0139_R_3.png
-31.556751,13.047229,-22.662445,-20.45941,LIDC-IDRI-0140_R_1.png
-23.63556,18.141577,-25.801083,-9.185281,LIDC-IDRI-0141_R_1.png
7.146689,-16.8977,0.3889197,1.1550823,LIDC-IDRI-0141_R_4.png
8.642717,-2.1563034,1.965389,18.7759,LIDC-IDRI-0141_R_5.png
30.309147,13.648409,28.758667,-1.0465088,LIDC-IDRI-0142_R_1.png
30.298037,-7.091857,18.971891,7.325616,LIDC-IDRI-0142_R_2.png
1.5697429,-2.8070624,-3.2233024,-14.1209,LIDC-IDRI-0142_R_3.png
12.40588,7.61838,28.617682,-7.851172,LIDC-IDRI-0144_R_1.png
7.541797,9.142268,29.80468,-8.633887,LIDC-IDRI-0144_R_2.png
18.696922,11.467688,32.73913,-7.2144,LIDC-IDRI-0144_R_4.png
-33.827087,4.0463357,-29.27021,-8.024427,LIDC-IDRI-0144_R_5.png
38.111362,-4.2951674,24.089527,9.440824,LIDC-IDRI-0145_R_2.png
-18.85647,-13.810183,-12.352877,5.513224,LIDC-IDRI-0147_R_1.png
5.8367968,-14.196538,-2.334479,2.8005464,LIDC-IDRI-0147_R_3.png
-22.79599,-7.1401205,-15.569464,-3.5287912,LIDC-IDRI-0148_R_2.png
-32.602024,-2.5044992,-20.529875,1.4171692,LIDC-IDRI-0148_R_3.png
27.419014,-2.54807,23.637451,4.72256,LIDC-IDRI-0149_R_2.png
18.999731,-4.5629654,12.695203,14.166454,LIDC-IDRI-0149_R_5.png
-10.9210205,-19.420923,-9.977466,3.4119663,LIDC-IDRI-0152_R_1.png
-15.318733,0.17497459,-15.043169,-20.088673,LIDC-IDRI-0153_R_1.png
-30.859097,1.5261154,-13.965959,-4.8630767,LIDC-IDRI-0153_R_2.png
-22.416544,-19.601585,-6.325386,-4.326327,LIDC-IDRI-0158_R_4.png
-11.439855,-7.9609876,-18.91011,-14.471005,LIDC-IDRI-0159_R_2.png
25.306757,18.877857,30.315907,-3.620161,LIDC-IDRI-0160_R_1.png
-4.8276534,-3.6525698,-5.095026,-15.008256,LIDC-IDRI-0160_R_2.png
-4.3279614,-11.813638,-8.824069,-9.226415,LIDC-IDRI-0160_R_3.png
18.61384,-7.4033246,12.308974,12.749702,LIDC-IDRI-0160_R_4.png
-1.8918452,-12.829066,0.1414622,18.630646,LIDC-IDRI-0161_R_1.png
29.537941,7.949056,19.970268,1.8392379,LIDC-IDRI-0161_R_2.png
-26.991749,-7.373088,-12.774825,5.2910876,LIDC-IDRI-0162_R_2.png
-26.868452,22.204058,-18.20333,-11.195185,LIDC-IDRI-0163_R_1.png
16.188084,-6.9817257,9.723748,5.557441,LIDC-IDRI-0164_R_1.png
5.734303,-9.031209,4.8346963,12.39882,LIDC-IDRI-0164_R_11.png
14.218435,-10.176242,7.62735,15.516527,LIDC-IDRI-0164_R_2.png
-15.8255205,-9.026066,-10.53241,-9.313303,LIDC-IDRI-0164_R_3.png
14.958643,-12.554946,2.2162309,15.038518,LIDC-IDRI-0164_R_4.png
31.658283,0.18755724,17.873041,7.661836,LIDC-IDRI-0164_R_5.png
31.85559,24.88067,34.71014,-3.1508145,LIDC-IDRI-0168_R_1.png
2.458475,-21.722725,-3.9355404,8.016832,LIDC-IDRI-0168_R_2.png
-6.077127,-12.837426,-8.845684,-7.583435,LIDC-IDRI-0169_R_2.png
-24.025385,7.223762,-21.164408,-15.973161,LIDC-IDRI-0170_R_1.png
-21.752687,15.925309,-12.830023,-12.716283,LIDC-IDRI-0170_R_2.png
-26.983353,12.831051,-20.842016,-16.08646,LIDC-IDRI-0171_R_1.png
4.923117,-14.523723,-2.1891809,5.3627205,LIDC-IDRI-0171_R_2.png
6.701184,-15.090935,-1.637511,4.16156,LIDC-IDRI-0171_R_3.png
8.741005,-14.604714,4.4414315,4.428041,LIDC-IDRI-0171_R_4.png
-42.097225,22.73461,-24.559046,-20.10074,LIDC-IDRI-0172_R_1.png
-8.810275,-13.623717,-10.121617,6.681483,LIDC-IDRI-0175_R_1.png
-16.210363,-2.5621934,-10.776547,13.781972,LIDC-IDRI-0177_R_1.png
-41.239975,16.768553,-19.407955,7.0619855,LIDC-IDRI-0179_R_1.png
-9.916345,-9.341208,-14.421316,10.3762245,LIDC-IDRI-0179_R_3.png
13.718306,-8.4715,-5.667506,19.194344,LIDC-IDRI-0179_R_4.png
26.301884,31.432665,34.719902,-1.4355547,LIDC-IDRI-0179_R_9.png
-6.722531,-1.2323171,-13.399543,-18.536173,LIDC-IDRI-0181_R_1.png
5.504018,-3.1858935,-1.8335246,15.553901,LIDC-IDRI-0181_R_2.png
-18.013855,12.665425,-13.406711,-21.914076,LIDC-IDRI-0181_R_3.png
1.6171715,-12.6836195,2.2509062,13.080566,LIDC-IDRI-0181_R_4.png
-7.9305835,6.820554,-6.0918965,-14.137568,LIDC-IDRI-0181_R_8.png
-39.22844,2.9660769,-17.177341,-0.4511759,LIDC-IDRI-0182_R_3.png
10.055823,-11.634096,0.17589803,5.86906,LIDC-IDRI-0183_R_1.png
-31.817516,1.8329127,-14.587962,-7.146198,LIDC-IDRI-0183_R_2.png
10.77527,-12.299926,0.24990466,16.80045,LIDC-IDRI-0184_R_1.png
-4.1141515,-16.570465,3.9570234,18.904383,LIDC-IDRI-0185_R_1.png
-1.5745152,-17.208559,-4.221165,1.5525303,LIDC-IDRI-0185_R_4.png
15.184145,7.2622104,30.28044,-6.422989,LIDC-IDRI-0185_R_6.png
-38.968994,11.760348,-25.734253,-0.71225554,LIDC-IDRI-0186_R_5.png
-30.96831,14.922898,-21.431967,-12.110583,LIDC-IDRI-0187_R_4.png
-34.44014,19.311607,-23.434965,-16.290531,LIDC-IDRI-0188_R_4.png
6.638471,-12.666073,0.7845204,1.631513,LIDC-IDRI-0188_R_5.png
-9.565808,-11.271726,-11.436589,-8.238355,LIDC-IDRI-0188_R_6.png
-22.651077,25.267563,-20.882277,-12.951561,LIDC-IDRI-0190_R_1.png
-26.932941,22.914078,-17.299953,-8.767926,LIDC-IDRI-0190_R_2.png
-26.62202,18.081293,-15.280808,-13.391332,LIDC-IDRI-0191_R_1.png
8.725833,-6.331262,7.8159294,9.313109,LIDC-IDRI-0192_R_3.png
8.602051,-9.4062805,3.4767907,10.066854,LIDC-IDRI-0192_R_4.png
40.685745,6.7123265,21.688807,5.7331586,LIDC-IDRI-0192_R_5.png
-11.201873,-13.796305,-11.079314,2.7269835,LIDC-IDRI-0193_R_1.png
-33.351395,15.625469,-22.503395,1.7005206,LIDC-IDRI-0194_R_1.png
-48.00328,14.08075,-25.557215,-0.40099007,LIDC-IDRI-0194_R_2.png
-38.073235,-2.7542365,-16.539705,-2.9264152,LIDC-IDRI-0194_R_3.png
17.522934,7.9372044,24.901632,-1.0654231,LIDC-IDRI-0195_R_1.png
-7.8287106,-1.3795608,-12.746584,-16.85661,LIDC-IDRI-0195_R_2.png
-9.783267,0.88460517,-5.7993693,-12.396995,LIDC-IDRI-0195_R_3.png
-19.88282,9.554982,-11.879553,-16.681355,LIDC-IDRI-0195_R_4.png
-18.592125,14.91302,-12.242083,-17.828732,LIDC-IDRI-0195_R_5.png
2.4519353,-3.4377882,-5.3149776,-13.80815,LIDC-IDRI-0195_R_7.png
0.21883906,1.9588692,0.3770841,-15.049699,LIDC-IDRI-0196_R_1.png
-11.304757,8.8554125,-10.136606,-16.966644,LIDC-IDRI-0199_R_4.png
33.573505,10.819241,23.307941,1.0706335,LIDC-IDRI-0200_R_2.png
32.220707,27.813217,33.075554,-0.5280231,LIDC-IDRI-0203_R_1.png
-27.24679,10.579974,-19.04872,-9.270729,LIDC-IDRI-0203_R_2.png
-13.713294,1.1095654,-8.40765,-15.051444,LIDC-IDRI-0204_R_1.png
25.133505,-4.9263806,12.215536,1.133206,LIDC-IDRI-0206_R_1.png
-26.144438,-7.48722,-18.088915,-4.1058846,LIDC-IDRI-0206_R_2.png
36.709087,1.6664795,17.843727,7.818399,LIDC-IDRI-0206_R_4.png
-21.404186,-8.647965,-13.693095,-4.245768,LIDC-IDRI-0208_R_1.png
21.425282,-12.057058,10.586434,0.9048713,LIDC-IDRI-0208_R_2.png
-30.682516,16.322323,-27.150318,-17.928658,LIDC-IDRI-0209_R_1.png
1.2981431,-19.049389,-1.0694405,6.9329796,LIDC-IDRI-0210_R_1.png
-34.191727,15.104656,-21.923763,-5.060262,LIDC-IDRI-0211_R_1.png
22.303007,18.163258,34.88648,-6.8351593,LIDC-IDRI-0213_R_1.png
-13.477538,-14.424999,-14.270134,-2.8725793,LIDC-IDRI-0215_R_1.png
-10.41332,-15.271687,-7.1213403,1.5154161,LIDC-IDRI-0215_R_3.png
45.292706,38.616615,33.594765,2.4216962,LIDC-IDRI-0215_R_4.png
-24.714724,19.351599,-27.57197,-17.47738,LIDC-IDRI-0217_R_1.png
-11.364234,-1.7648871,-7.9650207,-15.446683,LIDC-IDRI-0217_R_2.png
-0.5216315,-2.0708199,-4.433165,-14.692499,LIDC-IDRI-0217_R_3.png
-10.808577,5.5969014,-13.225803,-21.608614,LIDC-IDRI-0219_R_1.png
-25.766855,9.717927,-23.590565,3.0231605,LIDC-IDRI-0220_R_1.png
0.11672583,-13.682918,1.8279713,10.769804,LIDC-IDRI-0220_R_2.png
-21.3258,6.774104,-19.160042,-9.90835,LIDC-IDRI-0220_R_3.png
-34.882202,15.738346,-24.778978,-5.88663,LIDC-IDRI-0221_R_1.png
-1.8576665,-10.120625,-1.5873456,15.616156,LIDC-IDRI-0222_R_1.png
-16.593655,7.6147923,-7.0615864,-13.017192,LIDC-IDRI-0223_R_1.png
-22.208347,5.0370164,-11.770255,-11.2183075,LIDC-IDRI-0223_R_3.png
16.239742,-3.7011025,10.103902,10.367731,LIDC-IDRI-0227_R_1.png
-2.2744162,-4.285526,-4.664917,-14.447074,LIDC-IDRI-0228_R_1.png
-23.599596,2.280729,-13.058393,-14.783467,LIDC-IDRI-0229_R_2.png
-0.6798901,-3.5767932,-3.1677706,-13.631153,LIDC-IDRI-0229_R_3.png
-9.03181,-5.201555,-7.3397665,-15.206161,LIDC-IDRI-0229_R_4.png
-20.017626,3.254753,-12.843269,-15.141556,LIDC-IDRI-0229_R_7.png
36.15862,-1.3248758,22.76645,9.497756,LIDC-IDRI-0230_R_1.png
-18.52557,-11.342096,-17.637701,-4.7106447,LIDC-IDRI-0234_R_1.png
-5.159382,-6.3302817,-7.382549,-11.26484,LIDC-IDRI-0235_R_2.png
-7.5715814,-15.649131,-11.96133,1.4064298,LIDC-IDRI-0236_R_1.png
-19.363506,-11.585444,-12.871375,0.88009256,LIDC-IDRI-0237_R_2.png
-28.909943,-11.305651,-15.272292,-0.33417416,LIDC-IDRI-0237_R_3.png
-32.992695,6.533525,-20.314299,10.093213,LIDC-IDRI-0240_R_1.png
-24.605064,26.302135,-11.017404,-12.256834,LIDC-IDRI-0240_R_5.png
11.354344,-11.239097,9.367773,-2.365484,LIDC-IDRI-0241_R_1.png
-14.484151,-13.366219,-13.02938,6.8084993,LIDC-IDRI-0241_R_4.png
8.189292,-19.428514,-0.95517254,3.1373832,LIDC-IDRI-0241_R_5.png
-36.177757,16.311096,-23.769314,-6.998563,LIDC-IDRI-0242_R_1.png
11.63773,-1.0296547,7.1897464,13.745067,LIDC-IDRI-0244_R_1.png
-8.048607,5.3582277,-10.015481,-17.074333,LIDC-IDRI-0244_R_3.png
